vitri,noilmviec,mucluong,ThoiGianDangGoc,kynang,link,NgayDang
DA,Hà Nội,Thỏa thuận,6 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684814,2026-07-04 13:48:01.153
BA,Hà Nội,Thỏa thuận,6 ngày trước,"Excel, Spark, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684604,2026-07-04 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684524,2026-07-04 13:48:01.153
DA,Hà Nội,Thỏa thuận,6 ngày trước,"SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684485,2026-07-04 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684459,2026-07-04 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,5 ngày trước,"Python, AWS, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684455,2026-07-05 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,5 ngày trước,"Python, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684449,2026-07-05 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, Power BI, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684447,2026-07-04 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684441,2026-07-04 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,6 ngày trước,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684440,2026-07-04 13:48:01.153
DE,Toàn quốc / Chưa rõ,Thỏa thuận,6 ngày trước,"Python, SQL, Excel, Azure, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684439,2026-07-04 13:48:01.153
DA,Hà Nội,Thỏa thuận,6 ngày trước,"SQL, Power BI, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684437,2026-07-04 13:48:01.153
DA,Hà Nội,Thỏa thuận,6 ngày trước,"Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/684436,2026-07-04 13:48:01.153
Other,Hà Nội,Thỏa thuận,6 ngày trước,"Spark, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684435,2026-07-04 13:48:01.153
DE,Hà Nội,Thỏa thuận,6 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684434,2026-07-04 13:48:01.153
BA,Hà Nội,Thỏa thuận,6 ngày trước,"Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/684432,2026-07-04 13:48:01.153
Other,Hà Nội,Thỏa thuận,6 ngày trước,"Python, Excel, Spark, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684430,2026-07-04 13:48:01.153
BA,Hà Nội,Thỏa thuận,6 ngày trước,"Power BI, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684431,2026-07-04 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684429,2026-07-04 13:48:01.153
DE,Hà Nội,Thỏa thuận,6 ngày trước,"ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684428,2026-07-04 13:48:01.153
DA,Hà Nội,Thỏa thuận,6 ngày trước,"SQL, Power BI, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684427,2026-07-04 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, SQL, Power BI, Tableau, Pandas, NumPy, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684426,2026-07-04 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,6 ngày trước,"Python, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684425,2026-07-04 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, SQL, Spark, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684424,2026-07-04 13:48:01.153
DE,Toàn quốc / Chưa rõ,Thỏa thuận,6 ngày trước,"Python, SQL, Excel, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684422,2026-07-04 13:48:01.153
DS,Toàn quốc / Chưa rõ,Thỏa thuận,6 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684421,2026-07-04 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684419,2026-07-04 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"SQL, Power BI, Tableau, Excel, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684417,2026-07-04 13:48:01.153
DE,Hà Nội,Thỏa thuận,6 ngày trước,"Python, SQL, Tableau, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684418,2026-07-04 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,6 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684416,2026-07-04 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684415,2026-07-04 13:48:01.153
BA,Hà Nội,Thỏa thuận,6 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684413,2026-07-04 13:48:01.153
BA,Hà Nội,Thỏa thuận,6 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684414,2026-07-04 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684412,2026-07-04 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684411,2026-07-04 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684410,2026-07-04 13:48:01.153
DS,Toàn quốc / Chưa rõ,Thỏa thuận,6 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684408,2026-07-04 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684407,2026-07-04 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684382,2026-07-04 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/683985,2026-07-04 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683914,2026-07-04 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/683783,2026-07-04 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, Pandas, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683771,2026-07-04 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, AWS, Azure, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/683466,2026-07-04 13:48:01.153
MLE,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/683420,2026-07-04 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, SQL, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683080,2026-07-04 13:48:01.153
BA,Hà Nội,Thỏa thuận,6 ngày trước,"SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683069,2026-07-04 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,6 ngày trước,"Python, Excel, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/683064,2026-07-04 13:48:01.153
DE,Hà Nội,Thỏa thuận,6 ngày trước,"SQL, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/682995,2026-07-04 13:48:01.153
DA,Hà Nội,Thỏa thuận,6 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/682987,2026-07-04 13:48:01.153
DE,Hà Nội,Thỏa thuận,6 ngày trước,"Python, SQL, Power BI, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/627165,2026-07-04 13:48:01.153
MLE,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/180129,2026-07-04 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,6 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/111834,2026-07-04 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,6 ngày trước,"Python, Excel, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/79417,2026-07-04 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/78704,2026-07-04 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/77435,2026-07-04 13:48:01.153
DE,Toàn quốc / Chưa rõ,Thỏa thuận,6 ngày trước,"Python, Excel, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/74098,2026-07-04 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,6 ngày trước,"Python, Spark, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/70425,2026-07-04 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, SQL, Power BI, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/685104,2026-07-03 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,7 ngày trước,"Python, Spark, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684973,2026-07-03 13:48:01.153
BA,Hà Nội,Thỏa thuận,7 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684982,2026-07-03 13:48:01.153
BA,Hà Nội,15 - 25 triệu,7 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684983,2026-07-03 13:48:01.153
DE,Hà Nội,30 triệu,7 ngày trước,"SQL, Spark, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684961,2026-07-03 13:48:01.153
BA,Hà Nội,Thỏa thuận,7 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684939,2026-07-03 13:48:01.153
DA,TP. Hồ Chí Minh,40 - 70 triệu,7 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684933,2026-07-03 13:48:01.153
BA,Hà Nội,20 - 30 triệu,7 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684903,2026-07-03 13:48:01.153
BA,Toàn quốc / Chưa rõ,Thỏa thuận,7 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684901,2026-07-03 13:48:01.153
BA,Hà Nội,Thỏa thuận,7 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684900,2026-07-03 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684881,2026-07-03 13:48:01.153
BA,Hà Nội,Thỏa thuận,7 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684889,2026-07-03 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,7 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684850,2026-07-03 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684851,2026-07-03 13:48:01.153
BA,Hà Nội,Thỏa thuận,7 ngày trước,"Power BI, Tableau, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684853,2026-07-03 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"SQL, Power BI, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684848,2026-07-03 13:48:01.153
DA,Hà Nội,Thỏa thuận,7 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684805,2026-07-03 13:48:01.153
DA,Hà Nội,Thỏa thuận,7 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684815,2026-07-03 13:48:01.153
DE,Hà Nội,Thỏa thuận,7 ngày trước,"AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684816,2026-07-03 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684800,2026-07-03 13:48:01.153
BA,Hà Nội,Thỏa thuận,7 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684786,2026-07-03 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,7 ngày trước,"Python, Excel, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684771,2026-07-03 13:48:01.153
BA,Hà Nội,Thỏa thuận,7 ngày trước,"SQL, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684654,2026-07-03 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,7 ngày trước,"Python, AWS, Azure, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684479,2026-07-03 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, SQL, Excel, Spark, AWS, Azure, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684403,2026-07-03 13:48:01.153
DA,Hà Nội,Thỏa thuận,7 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684402,2026-07-03 13:48:01.153
BA,Hà Nội,Thỏa thuận,7 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684397,2026-07-03 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,7 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684393,2026-07-03 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,6 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684392,2026-07-04 13:48:01.153
DE,Hà Nội,Thỏa thuận,7 ngày trước,"Python, SQL, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684391,2026-07-03 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"SQL, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684390,2026-07-03 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684389,2026-07-03 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, SQL, Power BI, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684388,2026-07-03 13:48:01.153
DE,Hà Nội,Thỏa thuận,7 ngày trước,"Python, SQL, Spark, AWS, Azure, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684387,2026-07-03 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,7 ngày trước,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684386,2026-07-03 13:48:01.153
BA,Hà Nội,Thỏa thuận,7 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684385,2026-07-03 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"SQL, Power BI, Tableau, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684384,2026-07-03 13:48:01.153
DE,Hà Nội,Thỏa thuận,7 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684383,2026-07-03 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684381,2026-07-03 13:48:01.153
DS,Hà Nội,Thỏa thuận,7 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684380,2026-07-03 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,7 ngày trước,"Python, Excel, AWS, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684379,2026-07-03 13:48:01.153
BA,Hà Nội,Thỏa thuận,7 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684378,2026-07-03 13:48:01.153
DE,Hà Nội,Thỏa thuận,7 ngày trước,"Python, SQL, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684377,2026-07-03 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684376,2026-07-03 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,7 ngày trước,"Python, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684375,2026-07-03 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684374,2026-07-03 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,7 ngày trước,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684370,2026-07-03 13:48:01.153
BA,Hà Nội,Thỏa thuận,7 ngày trước,"SQL, Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684369,2026-07-03 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684368,2026-07-03 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,7 ngày trước,"Python, SQL, Excel, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684367,2026-07-03 13:48:01.153
DE,Hà Nội,Thỏa thuận,7 ngày trước,"SQL, Tableau, Spark, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684364,2026-07-03 13:48:01.153
DE,Hà Nội,Thỏa thuận,7 ngày trước,"ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684362,2026-07-03 13:48:01.153
DS,Toàn quốc / Chưa rõ,Thỏa thuận,7 ngày trước,"Python, SQL, Pandas, NumPy, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684359,2026-07-03 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, SQL, Excel, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683752,2026-07-03 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, Excel, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683611,2026-07-03 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, SQL, Spark, AWS, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683350,2026-07-03 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,7 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683109,2026-07-03 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/611766,2026-07-03 13:48:01.153
MLE,Hà Nội,Thỏa thuận,7 ngày trước,"Python, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/106168,2026-07-03 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,8 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/685136,2026-07-02 13:48:01.153
BA,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/685072,2026-07-02 13:48:01.153
DA,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/685037,2026-07-02 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684984,2026-07-02 13:48:01.153
BA,Hà Nội,25 - 30 triệu,8 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684985,2026-07-02 13:48:01.153
BA,Hà Nội,Thỏa thuận,8 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684987,2026-07-02 13:48:01.153
DE,Hà Nội,Thỏa thuận,8 ngày trước,"Python, SQL, Spark, AWS, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684963,2026-07-02 13:48:01.153
DE,Hà Nội,Thỏa thuận,8 ngày trước,"Python, SQL, Spark, AWS, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684964,2026-07-02 13:48:01.153
DS,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684955,2026-07-02 13:48:01.153
DS,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684956,2026-07-02 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684942,2026-07-02 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684854,2026-07-02 13:48:01.153
DA,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684843,2026-07-02 13:48:01.153
DE,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684844,2026-07-02 13:48:01.153
DA,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684845,2026-07-02 13:48:01.153
DS,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684819,2026-07-02 13:48:01.153
DS,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684820,2026-07-02 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"SQL, Power BI, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684825,2026-07-02 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,8 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684791,2026-07-02 13:48:01.153
DE,Hà Nội,Thỏa thuận,8 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684792,2026-07-02 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,8 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684769,2026-07-02 13:48:01.153
BA,Hà Nội,Thỏa thuận,8 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684777,2026-07-02 13:48:01.153
BA,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684510,2026-07-02 13:48:01.153
DA,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Python, SQL, Excel, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684398,2026-07-02 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684396,2026-07-02 13:48:01.153
DE,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Python, SQL, Spark, AWS, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684394,2026-07-02 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684372,2026-07-02 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, AWS, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684373,2026-07-02 13:48:01.153
BA,Hà Nội,Thỏa thuận,8 ngày trước,"Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/684371,2026-07-02 13:48:01.153
DE,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"SQL, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684363,2026-07-02 13:48:01.153
BA,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684329,2026-07-02 13:48:01.153
DA,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/684327,2026-07-02 13:48:01.153
BA,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684326,2026-07-02 13:48:01.153
DS,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, Excel, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684324,2026-07-02 13:48:01.153
DA,Hà Nội,Thỏa thuận,8 ngày trước,"Python, SQL, Power BI, Tableau, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684323,2026-07-02 13:48:01.153
Other,Hà Nội,Thỏa thuận,8 ngày trước,"Python, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684322,2026-07-02 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684321,2026-07-02 13:48:01.153
DS,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Python, Excel, Spark, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684319,2026-07-02 13:48:01.153
BA,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/684318,2026-07-02 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, AWS, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684317,2026-07-02 13:48:01.153
AI Engineer,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Python, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684315,2026-07-02 13:48:01.153
AI Engineer,Hà Nội,Thỏa thuận,8 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684312,2026-07-02 13:48:01.153
AI Engineer,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684309,2026-07-02 13:48:01.153
DS,Hà Nội,Thỏa thuận,8 ngày trước,"Python, Excel, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684306,2026-07-02 13:48:01.153
