Vị trí công việc,Nơi làm việc,Mức lương,Thời gian đăng,Kỹ năng yêu cầu,Đường link chi tiết
SENIOR DATA ENGINEER Nexlab Technology Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 7 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, SQL, Excel, Spark, AWS, Azure, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684403
Trưởng Nhóm Phân Tích Dữ Liệu FiinGroup Thoả thuận · Hà Nội Manager Data Analyst 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684402
Business Analyst (Domain lending/credit) MISA JSC Thoả thuận · Hà Nội Business Analyst 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684397
Business/Data Analyst Intern Rakuna Thoả thuận Intern Data Analyst 7 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,7 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684393
Data Analyst - Production Planning Tuyển Dụng 247 Thoả thuận · Long An Data Analyst 6 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,6 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684392
Senior Data Engineer GEM Careers Thoả thuận · Hà Nội Senior Data Engineer 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"Python, SQL, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684391
Business Analyst (Junior/Middle) Saigon Technology - Accelerate Software Development Thoả thuận · TP.Hồ Chí Minh Junior Business Analyst 7 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"SQL, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684390
Information Technology Business Analyst Yum! Digital & Technology Vietnam Thoả thuận · TP.Hồ Chí Minh Business Analyst 7 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684389
Nhân viên Data / Power BI / Báo cáo quản trị Vina Aspire Thoả thuận · TP.Hồ Chí Minh Data Engineer 7 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, SQL, Power BI, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684388
Senior Data Engineer Golden Gate Restaurant Group Thoả thuận · Hà Nội Senior Data Engineer 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"Python, SQL, Spark, AWS, Azure, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684387
Senior AI Engineer Headhuntagency Thoả thuận · Hà Nội Senior AI Engineer 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684386
[HN] Viettel Software tuyển dụng Business Analyst từ 02 năm kinh nghiệm Viettel Software Career Thoả thuận · Hà Nội Business Analyst 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684385
"Commercial Digital Data Analyst, APAC IT Digital Tech Boston Scientific Thoả thuận · TP.Hồ Chí Minh Data Analyst 7 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"SQL, Power BI, Tableau, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684384
Middle Data Engineer Headhunt service Thoả thuận · Hà Nội Middle Data Engineer 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684383
"Data Analyst TOA Paint Vietnam Co., Ltd Thoả thuận · TP.Hồ Chí Minh Data Analyst 7 ngày trước",TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684381
Data Scientist PixOn Game Studio Thoả thuận · Hà Nội Data Scientist 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"Python, SQL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684380
Middle/Senior AI Engineer (Offer upto $3000) FPT Software Thoả thuận · Hà Nội Middle/Senior AI Engineer 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"Python, Excel, AWS, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684379
Business Analyst Aggregatori Capaci Thoả thuận · Hà Nội Business Analyst 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684378
"[onsite Bank Hanoi] Data Engineer - Up to 60M Gross G.A. Consultants Vietnam Co.,Ltd Thoả thuận · Hà Nội Data Engineer 7 ngày trước",Hà Nội,Thỏa thuận,7 ngày trước,"Python, SQL, Spark, AWS, ETL, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684377
AI & Data Architecture Lead Safetrust Inc. Thoả thuận · TP.Hồ Chí Minh Lead Data Engineer 7 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"SQL, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684376
Senior AI Engineer (Industrial Signal Processing & Predictive Maintenance in IoT) Top Headhunt Vietnam Thoả thuận · Việt Nam Senior AI Engineer 7 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,7 ngày trước,"Python, AWS, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684375
[HCM] Operational Data Analyst Specialist GiaoHangNhanh (GHN) Thoả thuận · TP.Hồ Chí Minh Data Analyst 7 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684374
Hanoi| AI Engineer (LLM/GenAI) - Up to $3000 MISA JSC Thoả thuận · Hà Nội AI Engineer 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/684370
Business Intelligence Expert VinSmart Future Thoả thuận · Hà Nội Expert Business Analyst 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"SQL, Power BI, Tableau, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684369
Social Insight & Data Analyst Hakuhodo Group Vietnam Thoả thuận · TP.Hồ Chí Minh Data Analyst 7 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684368
Senior AI Engineer Dikshatek VN Thoả thuận · Hà Nội Senior AI Engineer 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"Python, SQL, Excel, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684367
Senior Data Platform Engineer Amigo Technologies JSC Thoả thuận · Hà Nội Senior Data Engineer 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"SQL, Tableau, Spark, AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684364
Data Engineer (Kỹ sư Dữ Liệu) (Hybrid) SVTECH Thoả thuận · Hà Nội Data Engineer 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684362
Data Scientist QA Lead - Remote YO IT Consulting Thoả thuận · Việt Nam Lead Data Scientist 7 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,7 ngày trước,"Python, SQL, Pandas, NumPy, Spark, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684359
Senior Business Data Analyst (Lending) BE GROUP Thoả thuận · TP.Hồ Chí Minh Senior Data Analyst 7 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, SQL, Excel, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/683752
Senior Data Engineer VORTECH SERVICE COMPANY LIMITED Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 7 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, Excel, Spark, AWS, Azure, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683611
Senior Data Engineer Razer Thoả thuận · TP.Hồ Chí Minh Senior Data Engineer 7 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, SQL, Spark, AWS, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/683350
"Senior AI Engineer, Vision Platform Sun Group Thoả thuận · Hà Nội Senior AI Engineer 7 ngày trước",Hà Nội,Thỏa thuận,7 ngày trước,"Python, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/683109
HO - AI Engineer Expert ACB - Asia Commercial Bank Thoả thuận · TP.Hồ Chí Minh Expert AI Engineer 7 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,7 ngày trước,"Python, Docker, Machine Learning, R",https://jobs.xomdata.com/jobs/611766
Senior Machine Learning Engineer (AI Research Vietnam) Qualcomm Thoả thuận · Hà Nội Senior ML Engineer 7 ngày trước,Hà Nội,Thỏa thuận,7 ngày trước,"Python, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/106168
[HN] AI Engineer AETOSKY PTE. LTD Thoả thuận · Hà Nội Middle AI Engineer 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/685136
"[Outsource] Business Analyst Mizuho Bank, Ltd. - HCMC Branch Thoả thuận · 18/F Sunwah, 115 Nguyen Hue Blvd, Việt Nam Business Analyst 8 ngày trước",Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/685072
Chuyên Viên Phân Tích và Thiết Kế Mô Hình Dữ Liệu - Data Analyst - Khối Dữ Liệu (2026Td450983) NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK Thoả thuận · Hà Nội 2 năm Data Analyst 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/685037
Business Analyst CÔNG TY CỔ PHẦN HASAKI BEAUTY & CLINIC Thoả thuận · TP.Hồ Chí Minh Business Analyst 8 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684984
Chuyên Viên Phân Tích Nghiệp Vụ - IT Business Analyst Công ty Cố phần giải pháp công nghệ ITE 25 - 30 triệu · Hà Nội Business Analyst 8 ngày trước,Hà Nội,25 - 30 triệu,8 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684985
Junior Business Analyst Công Ty Cổ Phần Phần Mềm Vitex Việt Nam Upto 15.000.000VND/tháng · Hà Nội Junior Business Analyst 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684987
Kỹ Sư Dữ Liệu (Data Engineer) Công ty Cổ phần hạ tầng viễn thông CMC (CMC Telecom) Thoả thuận · Hà Nội Data Engineer 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Python, SQL, Spark, AWS, Docker, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684963
Data Engineer CÔNG TY CỔ PHẦN VINSMART FUTURE Thoả thuận · Hà Nội Data Engineer 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Python, SQL, Spark, AWS, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684964
Business and Marketing Data Scientist Google Thoả thuận Data Scientist 8 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684955
"Business Data Scientist, Platform Journey Analytics and Measurement Google Thoả thuận Data Scientist 8 ngày trước",Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684956
"Data Analyst (Operation Excellence) Avery Dennison RBIS Vietnam Co., Ltd Thoả thuận · Long An, Việt Nam Data Analyst 8 ngày trước",Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Power BI, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684942
Data Engineer Công Ty TNHH Chứng Khoán ACB Thoả thuận · TP.Hồ Chí Minh 3 năm Data Engineer 8 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684854
Chuyên viên Phân tích Khách hàng cá nhân - Data Analyst (Retail Banking) - Khối Dữ liệu (2026TD453678) NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK Thoả thuận · Hà Nội 1 năm Data Analyst 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684843
Kỹ sư Dữ liệu - Data Engineer - Khối Dữ liệu (2026TD450985) NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK Thoả thuận · Hà Nội Data Engineer 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684844
Chuyên viên Phân tích và thiết kế Mô hình dữ liệu - Data Analyst - Khối Dữ liệu (2026TD45098) NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK Thoả thuận · Hà Nội 2 năm Data Analyst 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684845
Chuyên Viên Cao Cấp Khoa Học Dữ Liệu - Data Scientist - Khối Dữ Liệu (2026TD450984) NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK Thoả thuận · Hà Nội 2 năm Data Scientist 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684819
[Young Talent] Chuyên Viên Mô Hình Rủi Ro - [Young Talent] Data Science & Risk Modeling Spealist - Khối Quản Trị Rủi Ro (2026TD453779) NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK Thoả thuận · Hà Nội Data Scientist 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684820
Financial Information Management (FIM) & Data Engineering Manager United Overseas Bank (Vietnam) Limited (UOB) Thoả thuận · TP.Hồ Chí Minh 5 năm Manager Data Engineer 8 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"SQL, Power BI, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684825
AI Engineer CÔNG TY CỔ PHẦN VINSMART FUTURE Thoả thuận · Hà Nội 3 năm AI Engineer 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684791
Data Engineer CÔNG TY CỔ PHẦN VINSMART FUTURE Thoả thuận · Hà Nội 4 năm Data Engineer 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Python, SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684792
AI Engineer AETOSKY PTE. LTD Thoả thuận · Hà Nội Middle AI Engineer 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Python, Machine Learning, R",https://jobs.xomdata.com/jobs/684769
[Junior /Leader] Business Analyst CÔNG TY CỔ PHẦN 1OFFICE Thoả thuận · Hà Nội Junior Business Analyst 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"SQL, Machine Learning, R",https://jobs.xomdata.com/jobs/684777
IT Business Analyst - Digital Banking GPBank Thoả thuận · Hà Nội Business Analyst 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684510
Senior Business Data Analytics Specialist (Lending) BE GROUP Thoả thuận Senior Data Analyst 8 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Python, SQL, Excel, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684398
Senior AI Engineer TechX Corp. Thoả thuận Senior AI Engineer 8 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"AWS, Azure, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684396
Data Engineer II clearer.io Thoả thuận Data Engineer 8 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Python, SQL, Spark, AWS, ETL, Machine Learning, R",https://jobs.xomdata.com/jobs/684394
Business Analyst Intern BayGi Group Thoả thuận · TP.Hồ Chí Minh Intern Business Analyst 8 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684372
Senior Cloud Application and AI Engineer GEM Corporation Thoả thuận · TP.Hồ Chí Minh Senior AI Engineer 8 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, AWS, Docker, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684373
Business Analyst (Domain F&B/Retail) - Offer up to 1500$ MISA CAREERS Thoả thuận · Hà Nội Business Analyst 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/684371
Data Engineer: Data Pipeline - Vietnam Persefoni Thoả thuận · TP.Hồ Chí Minh Data Engineer 8 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"SQL, AWS, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684363
Business Analyst Manager SmartOSC Marketing Agency Thoả thuận · Hà Nội Manager Business Analyst 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Machine Learning, R",https://jobs.xomdata.com/jobs/684329
Data Analyst Highlands Coffee® Thoả thuận · TP.Hồ Chí Minh Data Analyst 8 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, SQL, Power BI, Machine Learning, R",https://jobs.xomdata.com/jobs/684327
Business Analyst NashTech Thoả thuận · TP.Hồ Chí Minh Business Analyst 8 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"SQL, Excel, Machine Learning, R",https://jobs.xomdata.com/jobs/684326
Senior Data Scientist Zalopay Thoả thuận · TP.Hồ Chí Minh Senior Data Scientist 8 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, Excel, Spark, Machine Learning, R",https://jobs.xomdata.com/jobs/684324
Data Analyst/ Product Analyst OpenCommerce Group Thoả thuận · Hà Nội Data Analyst 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Python, SQL, Power BI, Tableau, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684323
Senior MLOps Engineer (GPU Platform) Nanyang Biologics Thoả thuận · Hà Nội Senior ML Engineer 8 ngày trước,Hà Nội,Thỏa thuận,8 ngày trước,"Python, AWS, Machine Learning, R",https://jobs.xomdata.com/jobs/684322
Senior AI Engineer (for Game Development) Gameloft Saigon Thoả thuận · TP.Hồ Chí Minh Senior AI Engineer 8 ngày trước,TP. Hồ Chí Minh,Thỏa thuận,8 ngày trước,"Python, SQL, Power BI, Tableau, Excel, Machine Learning, R, Git",https://jobs.xomdata.com/jobs/684321
DATA SCIENTIST - AIS Công ty Công Nghê VMO Holdings Thoả thuận · Việt Nam Data Scientist 8 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Python, Excel, Spark, Azure, Machine Learning, R",https://jobs.xomdata.com/jobs/684319
BUSINESS ANALYST Công ty Công Nghê VMO Holdings Thoả thuận · Việt Nam Business Analyst 8 ngày trước,Toàn quốc / Chưa rõ,Thỏa thuận,8 ngày trước,"Python, SQL, Power BI, Tableau, Machine Learning, R",https://jobs.xomdata.com/jobs/684318
